date,title,pdf_filename,url,final_pdf_url
25/04/2018,Informe CF N° 002-2018 – Las finanzas públicas en el Perú: efectividad y sostenibilidad Informe anual 2017,Informe_N_002-2018.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-001-2018-las-finanzas-publicas-en-el-peru-efectividad-y-sostenibilidad-informe-anual-2017/,https://cf.gob.pe/wp-content/uploads/2018/04/Informe-anual-2017_CF_vf.pdf
24/01/2018,Informe CF N° 001-2018 – Opinión del Consejo Fiscal acerca de la situación de las finanzas públicas al 2017,Informe_N_001-2018.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-001-2018-opinion-del-consejo-fiscal-acerca-de-la-situacion-de-las-finanzas-publicas-al-2017/,https://cf.gob.pe/wp-content/uploads/2018/01/Informe-N°-001-2018-CF.pdf
22/08/2017,Informe CF N° 004-2017 – Opinión del Consejo Fiscal sobre el Marco Macroeconómico Multianual 2018-2021,Informe_N_004-2017.pdf,https://cf.gob.pe/documentos/informes/informe-n-004-2017-cf-opinion-del-consejo-fiscal-sobre-el-marco-macroeconomico-multianual-2018-2021/,https://cf.gob.pe/pub/INFORME_N_004-2017-CF.pdf
21/06/2017,Informe CF N° 003-2017 – Opinión del Consejo Fiscal acerca de la Declaración sobre Cumplimiento de Responsabilidad Fiscal 2016,Informe_N_003-2017.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-003-2017-opinion-del-consejo-fiscal-acerca-de-la-declaracion-sobre-cumplimiento-de-responsabilidad-fiscal-2016/,https://cf.gob.pe/pub/INFORME_N_003-2017-CF.pdf
09/05/2017,Informe CF N° 002-2017 – Opinión del Consejo Fiscal sobre las proyecciones contenidas en el Informe de Actualización de Proyecciones Macroeconómicas 2017 del Ministerio de Economía y Finanzas,Informe_N_002-2017.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-002-2017-opinion-del-consejo-fiscal-sobre-las-proyecciones-contenidas-en-el-informe-de-actualizacion-de-proyecciones-macroeconomicas-2017-del-ministerio-de-economia-y-finanzas/,https://cf.gob.pe/pub/INFORME_N_002-2017-CF.pdf
03/05/2017,Informe CF N° 001-2017 – Opinión del Consejo Fiscal sobre el Proyecto de Ley que dispone la aplicación de la cláusula de excepción a las reglas macrofiscales del Sector Público No Financiero,Informe_N_001-2017.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-001-2017-opinion-del-consejo-fiscal-sobre-el-proyecto-de-ley-que-dispone-la-aplicacion-de-la-clausula-de-excepcion-a-las-reglas-macrofiscales-del-sector-publico-no-financiero/,https://cf.gob.pe/pub/INFORME_N_001-2017-CF.pdf
26/12/2016,Informe CF N° 008-2016 – Opinión del Consejo Fiscal sobre el nuevo Marco de Responsabidad y Transparencia Fiscal,Informe_N_008-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-008-2016-opinion-del-consejo-fiscal-sobre-el-nuevo-marco-de-responsabidad-y-transparencia-fiscal/,https://cf.gob.pe/pub/Informe_CF_N_008-2016.pdf
04/10/2016,Informe CF N° 007-2016 – Opinión del Consejo Fiscal sobre el Proyecto de declaración de política Macro Fiscal,Informe_N_007-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-007-2016-opinion-del-consejo-fiscal-sobre-el-proyecto-de-declaracion-de-politica-macro-fiscal/,https://cf.gob.pe/pub/Informe_CF_N_007-2016.pdf
26/08/2016,Informe CF N° 006-2016 – Opinión del Consejo Fiscal sobre el Marco Macroeconómico Multianual 2017-2019 Revisado,Informe_N_006-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-006-2016-opinion-del-consejo-fiscal-sobre-el-marco-macroeconomico-multianual-2017-2019-revisado/,https://cf.gob.pe/pub/Informe_CF_N_006-2016.pdf
18/08/2016,Informe CF N° 004-2016 – Opinión del Consejo Fiscal acerca de la Situación de las Finanzas Públicas,Informe_N_004-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-004-2016-opinion-del-consejo-fiscal-acerca-de-la-situacion-de-las-finanzas-publicas/,https://cf.gob.pe/pub/Informe_CF_N_004-2016.pdf
18/08/2016,"Informe CF N° 005-2016 – Opinión del Consejo Fiscal sobre el Proyecto de Ley N° 08-2016-PE “Ley que establece medidas en el marco de la Ley N° 30099, Ley de Fortalecimiento de la Responsabilidad y Transparencia Fiscal”",Informe_N_005-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-005-2016-opinion-del-consejo-fiscal-sobre-el-proyecto-de-ley-n-08-2016-pe-ley-que-establece-medidas-en-el-marco-de-la-ley-n-30099-ley-de-fortalecimiento-de-la-respo/,https://cf.gob.pe/pub/Informe_CF_N_005-2016.pdf
23/06/2016,Informe CF N° 003-2016 – Opinión del Consejo Fiscal acerca de la Declaración sobre Cumplimiento de Responsabilidad Fiscal al 31 de diciembre de 2015,Informe_N_003-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-003-2016-opinion-del-consejo-fiscal-acerca-de-la-declaracion-sobre-cumplimiento-de-responsabilidad-fiscal-al-31-de-diciembre-de-2015/,https://cf.gob.pe/pub/Informe_CF_N_003-2016.pdf
15/04/2016,Informe CF N° 002-2016 – Opinión del Consejo Fiscal sobre el Marco Macroeconómico Multianual 2017-2019,Informe_N_002-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-002-2016-opinion-del-consejo-fiscal-sobre-el-marco-macroeconomico-multianual-2017-2019/,https://cf.gob.pe/pub/Informe_CF_N_002-2016.pdf
28/01/2016,Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe_N_001-2016.pdf,https://cf.gob.pe/documentos/informes/informe-cf-n-001-2016-opinion-del-consejo-fiscal-sobre-la-nueva-metodologia-de-calculo-de-las-cuentas-estructurales/,https://cf.gob.pe/pub/Informe_CF_N_001-2016.pdf
