date,deficit,gdp_growth,inflation,copper,copper_yoy
2020-06-30,-4.7044422864424,-18.104189778414003,1.59873239164688,261.024061648713,-2.193633668731909
2020-07-31,-5.05595137597688,-11.01971822065776,1.8616957242678,288.889969244938,6.9521646706451
2020-08-31,-5.53473260936398,-9.165567027327048,1.68739824186658,295.18720547811,13.164296899010974
2020-09-30,-6.06786864034195,-5.867006507893713,1.81955390705632,304.469755464358,15.315066078967643
2020-10-31,-6.9515441309712,-3.2539259422946554,1.72400036113651,304.032656806895,15.205304383558449
2020-11-30,-7.44116385908319,-2.1053615384006075,2.14220969430481,320.391731501704,18.678909233359686
2020-12-31,-8.71065300770382,1.0328873284909612,1.97323222946074,351.917859003231,24.26006028052914
2021-01-31,-8.67315282596395,-0.9938737700337708,2.67554538350913,361.041166970931,27.65818660644941
2021-02-28,-8.6917037321626,-3.817400163137541,2.4013422122209,383.750484990309,39.70639850736486
2021-03-31,-8.22581083303204,19.87358072641474,2.59818523324116,408.458943086612,55.24645542741364
2021-04-30,-6.8832649693654,59.901419726263214,2.38369772363027,421.078302554279,60.840779943334496
2021-05-31,-6.41769906213771,48.60488754120289,2.44745902560864,461.376879023019,66.31004233826746
2021-06-30,-6.14723668813517,23.4148272577011,3.25460667105263,436.012583786,51.30585115286435
2021-07-31,-5.76880726844885,13.31924350774969,3.81459906516264,427.900487030073,39.28447752484088
2021-08-31,-4.78016865755784,12.011908951003946,4.95280459648037,424.424318988801,36.31239572345466
2021-09-30,-4.62962797645907,10.029364035262622,5.22957455422953,422.932618434239,32.86411148991899
2021-10-31,-3.88863269816154,4.765343967972191,5.82600992647617,443.811538733549,37.82648906671717
2021-11-30,-3.14739461765392,3.75236017899343,5.65514784662318,442.954598408887,32.39228700688379
2021-12-31,-2.48433913063257,2.0288512932224556,6.43038716340725,433.319749994173,20.80781148608235
2022-01-31,-2.39410947400823,3.0585602735513806,5.68491659367423,443.247223988096,20.513569431465495
2022-02-28,-2.17561422180017,4.832066170427396,6.1470442223465,450.932050719019,16.132410183858337
2022-03-31,-1.52760824246321,3.8881325483057116,6.82408900736014,464.369133037125,12.828837855740804
2022-04-30,-1.01562389845151,4.042862149569371,7.96465277256915,462.304581052218,9.34051320045004
2022-05-31,-0.944213654283128,2.5413015962101326,8.09113893196794,425.633555273356,-8.063645680364306
2022-06-30,-0.96329246740845,3.722006368930053,8.81263294388897,411.475287869666,-5.792214029287823
2022-07-31,-1.09840742704796,1.9931670832450843,8.74083491516008,341.545335084434,-22.541023859934572
2022-08-31,-1.51632851118305,2.0088651285798953,8.39798830340194,361.802037639144,-15.963650225093229
2022-09-30,-1.16436640325561,2.1647819307577754,8.52985253634929,350.840296578184,-18.68817474556055
2022-10-31,-1.21680117656782,2.6161441594557022,8.27519462737062,345.692464989787,-24.985045970550157
2022-11-30,-1.63645164386261,2.223099667824746,8.44722980234022,364.232611626193,-19.567457166650648
2022-12-31,-1.67693743468995,1.321501358284527,8.45916200000001,379.288785659567,-13.317802575081572
2023-01-31,-1.79564378325701,-0.527098554745431,8.66426700097408,406.296087888575,-8.704550775684083
2023-02-28,-1.84253266445317,-0.29098804776137577,8.64592356025242,406.201039154537,-10.446845718085473
2023-03-31,-2.04517017081681,0.9015759413753655,8.40057400933134,400.781399189704,-14.726364180003593
2023-04-30,-2.32978255113326,0.7564780348493283,7.9650458305066,399.896105812783,-14.501916230509782
2023-05-31,-2.26175536525807,-1.118688014860758,7.89388564823743,374.364581088165,-12.834863886319425
2023-06-30,-2.49504400416326,-0.6546145818509097,6.46149699198863,380.392873482034,-7.85443683127669
2023-07-31,-2.49247961321806,-0.9923973888557036,5.88160145590039,383.070640061564,11.473898796749982
2023-08-31,-2.61027343296019,0.05664732609811374,5.57614720330122,378.888668627061,4.614520671064781
2023-09-30,-2.77489658835225,-0.9380652985650051,5.04454594794186,375.159773053998,6.702087228906617
2023-10-31,-2.7400439627526,-0.7357272512976576,4.34308132283159,360.136881972864,4.093463657905083
2023-11-30,-2.63495539603269,0.6047192723648065,3.63647512169549,370.906608191847,1.8157594512164366
2023-12-31,-2.74193861066599,-1.0879915897409442,3.23738256432406,381.203351453226,0.5035081219306292
